comment,date,sentiment
The Good People Love Donald Trump and Bolsonaro! Cléverton do Brasil.,2020-11-27T20:03:30Z,1
"God is with You, Our Beloved President.",2020-11-27T20:01:50Z,-1
God Bless Donald Trump Our President.  Cléverton do BRASIL.,2020-11-27T19:57:11Z,1
Who is watching after Biden won?,2020-11-27T00:32:26Z,1
Glad that's over......what a loser.,2020-11-25T21:49:28Z,1
And the rest is history... now get him out of the White House and into a prison,2020-11-24T18:09:07Z,-1
"He's sexist and racist and a lier im saying that even though 
I'm from the UK .",2020-11-22T08:51:29Z,-1
Can’t wait to see you in Federal court for infamous behavior as president the world won’t forget your crimes.,2020-11-21T07:37:18Z,0
Well that didn’t last long lol...,2020-11-21T03:12:28Z,1
Who is here after Biden won?,2020-11-20T13:29:59Z,1
"I'm going to use this as my class president speech wish me luck!






I will change some phrases and words",2020-11-19T22:01:21Z,1
"I’m confused, so if he announced he’s running in this speech, what was the original purpose of the speech?",2020-11-17T16:09:48Z,-1
the fact that this was recommended to me after he lost 2020 is kinda funny.,2020-11-16T21:32:03Z,1
Is it great now?,2020-11-16T15:05:23Z,1
"Lol this guy has no chance..



....",2020-11-16T14:28:49Z,1
"And here we are, able to conclude that this has been the worst president of the US in history.
The country has never been more polarized and more divided than it is today all thanks to Trump.
Good job, man.",2020-11-16T14:05:26Z,1
This was so funny at the time.,2020-11-16T13:00:20Z,1
"Worst. Day. Ever.

It's been 5 long years of chaos and disorganization. Thank God that it was His will to have trump only complete one term.",2020-11-15T15:32:26Z,-1
And this my friends was the beginning of the end of the  republic.,2020-11-15T09:17:45Z,-1
❤️🙏,2020-11-15T05:48:15Z,0
This 2016 election stuff never gets old 🇺🇸🇺🇸,2020-11-15T04:12:54Z,-1
Soooo soo sad that in 2020 people have totally forgotten how great trump actually is and just believe everything the liberal media throws at them,2020-11-15T02:39:32Z,-1
"God, I am absolutely...




not going to miss him at all in any way, shape or form",2020-11-14T21:25:02Z,-1
I am so glad this whole botched experiment is over now,2020-11-14T16:01:03Z,1
The day America died,2020-11-14T15:58:45Z,-1
Crazy to see the start when the end is just around the corner,2020-11-14T05:54:49Z,1
He ages really well,2020-11-14T00:54:53Z,-1
And now he lost to Biden lol,2020-11-13T15:17:14Z,-1
"""Donald Trump? The reality TV star?""",2020-11-13T07:27:54Z,0
Best decision America made,2020-11-13T05:01:45Z,1
This is a moment of history,2020-11-13T04:03:30Z,-1
"Say what you want about him, he gave us a wild ride",2020-11-13T02:54:03Z,0
"RIP Trump
2015-2020",2020-11-12T20:54:36Z,-1
MAGA 2020,2020-11-12T20:23:42Z,1
And the world went Dank....,2020-11-12T17:05:29Z,1
"I thought this said ""resignation""",2020-11-12T15:13:16Z,-1
"I remember hoping he’d win the nomination because I thought he’d be easy to beat,  ow I’m praying he’ll give up power even though he’s lost the election",2020-11-12T13:42:34Z,-1
Is it just me or did he get fatter these last four years? What did they feel him at the White House?,2020-11-12T06:55:52Z,-1
"#AmericaFirst trump fought for us when nobody else would. It’s not time to turn our backs on him. This fight isn’t over! And win or lose, thank you president trump for 4 great years.",2020-11-12T06:03:07Z,0
So when was he going to start taking care of veterans,2020-11-12T05:21:47Z,1
The start of an epic,2020-11-12T03:10:11Z,1
3:22,2020-11-11T21:09:13Z,0
What a wild ride,2020-11-11T20:35:28Z,1
Trump’s the only president in a while that actually put America first,2020-11-11T18:00:30Z,1
who else just randomly got recommended this,2020-11-11T17:55:31Z,1
"""They're controlled by the lobbyist"" ironically enough, when he replaced Obama he also replaced a good portion of members of government agencies such as the USEPA (United States Environmental Protection Agency) with lobbyist of the carbon and the oil industry instead of scientists",2020-11-11T17:18:28Z,1
The co writer for art of the deal says the book is strictly fiction,2020-11-11T15:44:21Z,1
Well he had me in the first term....then he became president....and I realized i made the right decision sadly cause it was either him or hilary,2020-11-11T12:37:42Z,-1
he didn't even maga smh good thing he got voted out,2020-11-11T06:11:30Z,-1
Can wait in 10 more years when this gets recommended to me.,2020-11-11T01:58:44Z,1
Trump 2020,2020-11-11T00:26:42Z,1
"So United States is a brand!?? 
Interesting...",2020-11-11T00:21:01Z,1
"Ahhh, the humility, the modesty. The greatest humility and modesty ever displayed by any human in the history of the world. It's true.",2020-11-10T23:33:26Z,1
The beginning of the downward spiral...,2020-11-10T22:41:01Z,1
Jesus loves you spread the word.,2020-11-10T20:31:03Z,1
I reckon he could win,2020-11-10T18:53:01Z,0
It was at this moment we all knew...we f*cked up.,2020-11-10T17:20:05Z,-1
Can't believe so many morons thought he'd make a good president smh,2020-11-10T16:06:35Z,-1
He actually sounded somewhat sane here. 4 years later and he can barely put a sentence together.,2020-11-10T10:22:26Z,1
Trump may go down as the most remembered one term president of all time lol,2020-11-10T09:19:08Z,1
Trump 2020 🇺🇸 The dream still lives on!,2020-11-10T02:24:44Z,-1
Man I hope someday the left realize that this man was the best thing we could’ve had for the country. Thank you Trump for putting America first for the short time it lasted!!!,2020-11-09T23:29:30Z,0
Trump will win in court,2020-11-09T22:00:21Z,0
Trump will remain in office,2020-11-09T21:59:57Z,-1
Talk about one of the worst moments in American history. So glad Biden will take his place!,2020-11-09T21:50:30Z,1
"Don't be sad because it's over, be glad it happened.",2020-11-09T21:49:10Z,-1
It’s just so amazing that when he says “we need a leader that did...” he did absolutely none of the things listed. He did not write the art of the deal. Fat burger orangutan man paid another man to do that.,2020-11-09T13:25:42Z,0
Fortunately this nightmare is over,2020-11-09T11:22:08Z,-1
1 term Donny bites the dust. 😝,2020-11-09T11:12:58Z,-1
He'll go down as one of the best president of the United States because he truly cared about this country. He could have left and lived his life a rich man and instead did what he thought was right to help people. All he go in turn and his supporters got was hate,2020-11-09T06:04:53Z,-1
"As a Canadian, I will certainly remember the Trump presidency by the memes.",2020-11-09T05:16:13Z,1
"Trump 2020!!




Is an expired date
Just kick this big fat pumpkin out of the White House",2020-11-09T03:48:35Z,-1
👋,2020-11-09T03:42:09Z,0
hey trump YOUR FIRED,2020-11-09T02:47:21Z,1
"From here, to the parking lot of a landscaping company. I love it.",2020-11-09T01:13:21Z,1
Y’all everybody was shook when this happened,2020-11-09T00:38:44Z,-1
"We just lost the only thing stopping communist pigs such as Joe Biden and Kamala Harris from destroying our country. Without him, I fear our country is in danger of turning into Soviet Russia or Nazi Germany.",2020-11-08T23:20:01Z,-1
"Isn't it funny that Democrats and their supporters believed this man stole the 2016 election from Clinton with the help of Russia? There was no evidence discovered back then and the accusations were never based on any kind of it. 
   And yet, today the same exact people actualy think that the 2020 elections were won fair and square by Joe Biden, even though there have been tons of reports by peole (reports usually are BASED on evidence) about the problematic counting system that could easily lead to the present electoral result by fraud. 
   Trump may not have been a great President. Like all of his previous ancestors, he made many mistakes. But if there's anybody who believes that most of his decisions came without proper thought, he truly is brainwashed by the media and its cellebrities, who did nothing for the past 4 years but always falsely accusing, perhaps one of the most tallented Presidents the US had in the past 30 years. He was hated because he was not a politician, there is no other reason behind that and you cannot deny it. Shame on you.",2020-11-08T22:49:37Z,-1
Who’s watching after he got impeached and has lost the re-election,2020-11-08T18:00:46Z,-1
"discussions were being had in the White House over who should ""bring the president to terms with reality,"" suggesting Kushner as well as Ivanka Trump, the president's daughter and also an adviser, were being considered as the person to do so.
Goodbye Rudy Giuliani
Good bye Steve Mnuchin.  Goodbye jared
Goodbye Betsy duvoss
Goodbye Mike pompeo
Goodbye doctor Ben Carson
Goodbye Ivanka
Goodbye chad wolf
Goodbye Melania
Goodbye Stevie Miller
Goodbye bill Barr
Goodbye Mike Pence.",2020-11-08T16:18:21Z,1
This hasn't aged well. xD,2020-11-08T16:17:45Z,1
It sucks he lost in 2020 but I can definitely see how he won in 2016. His major problem was being too divisive.,2020-11-08T15:10:50Z,-1
this was the biggest bruh moment in history of mankind,2020-11-08T14:36:08Z,-1
This man accomplished everything he sought out to do in this speech,2020-11-08T13:23:50Z,1
And he's gone.,2020-11-08T13:04:47Z,-1
Trump 2024 mark my words!,2020-11-08T12:57:27Z,1
The end.,2020-11-08T10:55:42Z,-1
goodbye donald,2020-11-08T09:51:35Z,-1
Whos watching after trump took an L !!!!,2020-11-08T09:43:45Z,1
what a meme,2020-11-08T09:03:43Z,1
Where it all started....,2020-11-08T08:10:53Z,0
2020 anyone? I’m here because Donald Trump lost to Joe Biden and boy I predicted he was going to lose.,2020-11-08T06:42:28Z,-1
BIG OOF,2020-11-08T05:39:12Z,-1
Who got this in their recommended after Biden got elected?,2020-11-08T03:18:59Z,1
Who's watching after he lost his 2nd term,2020-11-08T03:12:57Z,-1
Completely incoherent,2020-11-08T02:41:19Z,1
I love you Trump,2020-11-08T02:27:55Z,1
This aged well...,2020-11-08T02:25:57Z,-1
The nightmare is finally over,2020-11-08T02:09:14Z,-1
this didnt age well,2020-11-08T01:38:05Z,-1
Bye donald!,2020-11-08T01:36:35Z,-1
He’s going to run in 2024,2020-11-08T01:35:56Z,1
Not since 92 have we had a ONE term president. You made a great cheerleader but not president.,2020-11-08T01:23:47Z,1
BYE Felicia,2020-11-08T01:18:00Z,1
It started here. It ended with Rudy Giuliani screaming like a madman at the parking place of a landscape company that they acidentally booked.,2020-11-08T00:57:24Z,0
Who's here after Trump lost the election. Boy what a ride its been.,2020-11-08T00:34:43Z,-1
BUH BYE,2020-11-08T00:26:24Z,0
I don’t know if I had actually watched the raw footage before,2020-11-08T00:12:38Z,-1
The man actually did it.,2020-11-08T00:07:52Z,0
It’s finally over,2020-11-08T00:05:42Z,1
He looks young,2020-11-08T00:04:18Z,0
Who's here after the Trump LOST and is now crying like a baby on Twitter...,2020-11-07T23:49:44Z,-1
AND NOW HE LEAVS,2020-11-07T23:49:28Z,-1
it should have ended right there,2020-11-07T23:34:02Z,-1
This didnt age well.,2020-11-07T23:28:27Z,-1
And now it’s over,2020-11-07T23:23:56Z,1
It’s over,2020-11-07T23:22:09Z,1
WATCHING THIS RIGHT NOW AS HE LOST!!!!!  GOOD RIDDANCE. YOURE OUT ORANGE PEEL.,2020-11-07T23:10:38Z,-1
Garbage 🗑 750 dollars 💵 tax cut president criminal grab him by the jail,2020-11-07T23:03:49Z,-1
Who is watching this as soon as Biden won,2020-11-07T23:01:34Z,1
And so it ends,2020-11-07T22:59:10Z,-1
bye Trump,2020-11-07T22:57:23Z,0
UR RIGHT AMERICA IS NOT GREAT UNDER U U PUT US AS A LAUGHINGSTOCK OF THE WORLD CLOWN!!!! IM GLAD HE AINT GETTING ANOTHER TERM AND THE PPL WHO ARE FOR HIM WELL THEY GOT NO BRAIN CELLS OBVIOUSLY EITHER NOW BUH BYE,2020-11-07T22:52:15Z,1
Wow u lost,2020-11-07T22:19:04Z,-1
And now it is all over,2020-11-07T22:19:02Z,0
Well it's all over.,2020-11-07T22:01:41Z,0
this is a great speech,2020-11-07T21:55:59Z,1
Anyone here after the lost ?,2020-11-07T21:44:34Z,-1
Trump you lost. You're a one term president.,2020-11-07T21:34:53Z,-1
Who’s watching after Biden won,2020-11-07T20:39:31Z,1
Who's watching the day he lost against Biden?,2020-11-07T20:21:54Z,-1
who’s watching after trump lost,2020-11-07T19:40:58Z,-1
Biden wins 2020 election?,2020-11-07T19:26:34Z,1
Who's here after Joe kicking him out of the office,2020-11-07T19:09:06Z,-1
Who’s watching this after Trump got defeated in 2020,2020-11-07T19:03:52Z,0
Who’s here after Trump losing the election becoming a one term president,2020-11-07T18:52:32Z,-1
"5 years of lies, Bye Bunker Boy",2020-11-07T18:47:21Z,-1
It’s officially the end of the road for him...,2020-11-07T18:31:34Z,1
Wow ok,2020-11-07T18:15:18Z,1
The start of the end,2020-11-07T17:43:38Z,-1
Bi den ✌️,2020-11-07T17:33:47Z,1
5 years ago that led to the fall,2020-11-07T14:45:44Z,-1
Lying through his teeth from day 1,2020-11-07T14:38:30Z,-1
Wow i was 17 at the time...,2020-11-07T09:17:23Z,1
One of the worst presidents in the history of this nation.,2020-11-07T08:28:55Z,-1
Biden is leading,2020-11-07T06:06:48Z,1
"Its over 

The end of this nightmare",2020-11-07T06:03:43Z,-1
Well thank God Biden knocked him out .. so annoying,2020-11-07T05:52:10Z,1
3:23  Chapter 45 the COVID era,2020-11-07T05:49:37Z,-1
Trump se la peleishon!,2020-11-07T05:48:49Z,0
why is this recommended to me now?!,2020-11-07T05:40:32Z,1
"spread this video around to troll trump voters  ;)

https://youtu.be/1bWc3pzv3qY",2020-11-07T05:01:02Z,1
And the rest was history,2020-11-07T04:52:10Z,-1
Ah so this was the day that liberals and the media truly lost their minds. I'm very pessimistic about the future of our country but I hope I'm wrong in saying it doesn't look good.,2020-11-07T04:51:33Z,0
"Deplorables = Demons
Glad he's gone
Thank God 🙏",2020-11-07T04:17:48Z,1
"200,000+ Americans are dead. There are riots in the street. There are more investigations and scandals than I can count. He's been impeached. And he's just lost the 2020 election. He sure did make it great again...",2020-11-07T00:20:23Z,1
And now he’s losing,2020-11-06T21:48:07Z,-1
WE LOVE YOU ❤️❤️❤️,2020-11-06T21:11:36Z,1
"Love or hate Trump, you can’t say that he didn’t at least make an effort and try and that he actually loved his country and wanted to make it better for everyone. It wasn’t about race or gender, it was about putting America first which a lot of presidents before him had forgotten to do a lot of times.",2020-11-06T21:07:45Z,0
Oil companies control Trump.,2020-11-06T17:42:17Z,0
And so it began...,2020-11-06T13:17:31Z,0
2020 election not looking good for us right now. Man we took this man for granted. I hope we can pull through this.,2020-11-06T13:01:37Z,-1
Back when he had pride.,2020-11-06T09:09:57Z,1
"Awesome, he's just about to lose.",2020-11-06T08:07:33Z,-1
"""Surely, you can't be serious.""",2020-11-06T07:22:50Z,-1
The beginning of the darkest time in American history,2020-11-06T06:53:06Z,1
"We have finally gone full circle, hope he has his bags packed :P",2020-11-06T04:06:58Z,-1
wow.,2020-11-06T00:08:36Z,1
He just admitted that Obama looked like a very charismatic character at first. Nothing speaks volumes of human quality than admiring certain traits of your opponent.,2020-11-05T23:37:28Z,1
"Promises Made, Promises Kept !!!",2020-11-05T22:02:20Z,0
2020 baby,2020-11-05T07:59:43Z,1
I like Presidents who serve two terms,2020-11-04T22:57:52Z,1
What a great president!,2020-11-04T21:24:29Z,1
This is where season 1 episode 1 started,2020-11-04T21:10:09Z,-1
Whos watching after trump lost?,2020-11-04T21:01:58Z,0
Why does the video quality look like this video was from the 90s ?,2020-11-04T11:10:27Z,1
"nobody and I meant nobody thought that He would win that election. I was shocked when he won, my school was, the entire country even the people who voted for him were shocked that he actually won.",2020-11-04T06:53:11Z,-1
Beautiful speech,2020-11-04T06:45:44Z,1
"Who's watching this November 3, the day of the 2020 election?",2020-11-04T01:57:30Z,1
"Love him or hate him, he has stuck by every campaign promise.",2020-11-03T18:42:32Z,-1
ICONIC🇺🇸,2020-11-03T15:49:23Z,0
Who is watching on election day 2020?,2020-11-03T08:47:22Z,1
Wow and I’m here watching this in the 2020 election,2020-11-03T07:20:39Z,1
Oh man tomorrow is Election Day! FOUR MORE YEARS!,2020-11-02T20:39:04Z,-1
Who’s watching a day before the 2020 election,2020-11-02T17:47:30Z,1
"A pure media stunt that crawled, scratched to a 2016 loss by millions in the general population election vote and inched across to victory by 80,000 spread over michigan Wisconsin ohio Pennsylvania.. Mr trump never had a mandate of any kind! The ""people's pres?? Get real!",2020-11-02T13:37:16Z,0
Trump2020 🇺🇸💪,2020-11-02T07:37:45Z,0
All you Trump haters should be ashamed of yourselves. This guy has proven to be a legend,2020-11-02T04:34:23Z,-1
"I'm not a supporter of Trump but I must say, this announcement is very good. It gives you a sense of confidence and truth. Almost makes me want to support him. Almost...",2020-11-02T02:51:14Z,1
"Watch this and you will understand everything you need to know about the state of the America. It's not a country, it's a brand.",2020-11-01T18:07:55Z,0
Wonder what the guy’s up to nowadays...,2020-10-31T20:18:14Z,0
OBAMA WAS THE DIVIDER IN CHIEF,2020-10-31T18:16:25Z,1
oh my,2020-10-31T16:30:00Z,-1
Everyone laughed at him and he won a landslide.  This guy is a win addict!!,2020-10-31T09:17:26Z,1
Latinos for Trump ! Trump 2020!! 🇺🇸,2020-10-31T06:57:55Z,1
"I am from the future Donald Trump will
win the election on November 3rd",2020-10-31T00:21:35Z,1
Who's here after Trump got re-elected?,2020-10-30T19:59:17Z,1
it's like all those caricatures of presidents we see depicted in (dystopian) movies and television.,2020-10-29T18:46:45Z,1
"🔥🔥🔥
Donald J Trump the Legend",2020-10-29T18:00:17Z,1
"Obama a negative force? he was more like plain non-force, and indeed as Trump remarked, he had been impressive during the campaign in 2007-2008, but that quickly vanished after he actually took office. the one baffling thing is how the media keeps portraying him as some superhero even now in 2020, forgetting that the guy they so much hate, namely Trump, was indeed elected because of Obama's inability to deliver. and internationally, in Germany at least, he is viewed very favorably after doing very little while Trump is viewed quite negatively to say the least after doing more than just a little bit for international peace.",2020-10-29T16:32:21Z,1
"This guy is crazy, he’s going to lose",2020-10-29T12:08:35Z,-1
The day America changed forever,2020-10-28T01:32:30Z,0
"Had to come back to archive this event into my time machine database as one of ""The Greatest Moments""",2020-10-27T07:06:26Z,0
"THIS IS NO PLACE FOR SOCIALISM,
VOTE TRUMP FOR PRESIDENT 2020!",2020-10-26T05:24:27Z,1
🇺🇸TRUMP 2020 🇺🇸,2020-10-26T01:38:11Z,0
TRUMP 2020,2020-10-25T13:22:58Z,1
And so it began...,2020-10-24T06:14:24Z,0
is it over yet?,2020-10-24T02:53:10Z,-1
Im from the future and Spoiler alert He wins!!!,2020-10-23T12:43:45Z,1
Any latinos for trump here???,2020-10-20T04:58:56Z,1
Trump 2020,2020-10-19T06:24:21Z,1
Trump 2020 4 more years,2020-10-19T02:49:01Z,0
Trump2020,2020-10-18T12:19:02Z,0
3:27 “Why are you running? WHY are you running”,2020-10-18T01:44:28Z,0
"”Our country needs a great leader and bla bla bla phenomenal, bla bla bla and strong bla bla bla. Probably the most narcissistic person alive today lol. Do the right choice this election, who knows what he is gonna do if he gets four more years. Well, that time he wouldn’t get to worry about how people vote etc because he can’t be elected more than eight years. This will obviously make him capable of doing lots of more damage. Just think about that.",2020-10-17T22:27:46Z,1
"Must be fun scrolling down to read the ""this must be a joke"" and ""you will never ever become president"" comments.",2020-10-16T10:39:21Z,1
Top 10 events before disaster,2020-10-15T19:34:33Z,0
Did he just call American a brand like it's a product that he wants to own??😂😂,2020-10-15T19:33:17Z,1
I can’t wait to hear his acceptance speech for his second term! #Trump2020 I’m also sure he pointed up to God! I never noticed that before! Awesome!,2020-10-15T04:39:02Z,1
Truly Historic moment.,2020-10-14T04:21:45Z,1
I was surprised when Trump won. Guess that I've been brainwashed by the mainstream media. Now I believe that Trump will do it again. The Dems have no one good to counter Trump.,2020-10-13T08:12:09Z,1
Not even constitutional for him to run for president. Money sure does rule the world.,2020-10-12T18:38:23Z,1
So whats the status 5 years later - is it great again ??,2020-10-12T00:04:12Z,1
"He was lying then, and still lying today,  most of his donations, were funneled back to himself,  vote him out lock him up, how many more have to be arrested for people to open their eyes,  he has always been don the con,  he isn't running for reelection because he loves our country, he's running from being indicted, there are several investigations into DJT a impeached president,  just look at the devastation of our country in the past 4 years, our country's worst president in history, our worst problem has become homegrown terrorists, white supremacists and far right wing extremist groups",2020-10-10T17:39:37Z,-1
TRUMP 2020!!!,2020-10-10T07:46:27Z,1
"The legend was born , 4 more years from Ireland 😍",2020-10-07T23:08:55Z,1
he kept his promises the best president we have ever had TRUMP 2020 we need him vote Republican and vote trump!  from Texas 🇺🇲❤,2020-10-06T12:35:53Z,1
One of the greatest moments in history!,2020-10-05T16:21:01Z,-1
and he’s still orange..,2020-10-03T20:39:49Z,-1
🐐,2020-10-02T19:34:39Z,0
Who else watchin in 2025 when the great man is leaving office 😢,2020-10-01T02:27:43Z,-1
What a historic moment. Absolutely amazing! He will go down in history as a great president. Much support!!!,2020-09-26T05:19:37Z,1
"This was really funny in 2015. I was rooting for him for how ridiculous the whole thing was. The joke got outta hand, and he ended up winning. Since then it's been 4 exhausting years.",2020-09-25T05:18:38Z,-1
The day all the racists came out of their smelly caves to vote because they were tired of seeing a black family in the White House.,2020-09-24T03:54:05Z,-1
Unbelievably consistent 5 years later.,2020-09-21T22:31:21Z,-1
Who's watching 2024? President Trump about to step down.,2020-09-19T13:16:31Z,1
God Bless Pres Trump 2020,2020-09-19T13:05:37Z,1
long live the King.,2020-09-19T12:32:35Z,-1
Trump is fat,2020-09-16T18:57:19Z,-1
This guy will never be president!,2020-09-15T17:39:09Z,-1
Worse day in America 😔,2020-09-15T16:54:25Z,-1
It's been a horrible choice and a regrets now we deal with a global pandemic almost going towards North Korea 2020 is the most horrible year out of all the ones we have had 20/20 has been the worst let's hope that he loses the 2020 election and we get somebody else any functioning adult 2020,2020-09-14T03:46:49Z,-1
I watch this video at least three times a month. It never gets old.,2020-09-11T01:59:50Z,-1
Big respect to DONALD TRUMP,2020-09-09T06:05:26Z,1
Historic. Trump is the American dream.,2020-09-08T16:54:55Z,1
I don’t care what the Fake News Media and the Snowflake Liberals say.........WE HAVE AN AWESOME PRESIDENT AND I LOVE THE THINGS HE’S BEEN DOING FOR OUR COUNTRY THAT WE ALL KNOW PEOPLE BENEFIT FROM BUT WON’T CREDIT HIM FOR.,2020-09-07T15:50:35Z,1
MAGA 2020,2020-09-05T06:47:12Z,1
im very happy Donald Trump is president,2020-09-03T08:48:53Z,1
And he will win in 2020 !!!,2020-09-02T16:16:18Z,1
"He absolutely knew what he was doing, historical day it was.",2020-09-01T20:49:15Z,1
Trump 2020! 🇺🇸 Watching the old speeches shows his consistency n how good he is🙏🇺🇸,2020-08-30T01:45:35Z,1
"Thank you President Trump, for seeing something in our nation that no one else saw, and for never giving up on us. #Trump2020 
🇺🇲🇺🇲🇺🇸🇺🇸",2020-08-28T04:19:04Z,1
And so the story begins,2020-08-25T14:01:16Z,1
People with brains will vote Trump in November. It's either you love America or you hate it. The choice is simple.,2020-08-24T19:56:33Z,-1
And he ruined America,2020-08-21T13:57:56Z,-1
"Doesn't want to show his taxes, yet says he has such a massive net worth. Hilarious.",2020-08-18T06:13:42Z,0
Waiting for the “Who’s here after Biden won?” Comments,2020-08-15T13:16:36Z,1
Truck fump,2020-08-14T23:03:20Z,-1
One of the most American speeches in very long time,2020-08-09T00:26:44Z,-1
Trump 2020!!,2020-08-08T06:48:21Z,1
3:40 LIVE FROM NEW YORK......,2020-08-05T05:34:02Z,1
God bless Donald J Trump,2020-08-04T20:35:50Z,1
I feel like this aged like distilled water,2020-08-04T19:53:13Z,-1
Booo I hate Trump he is going to die alone,2020-08-01T17:00:21Z,-1
Tyrant,2020-07-30T19:26:45Z,0
Little did we know...,2020-07-30T05:47:35Z,0
"The thing is USA isnt a Brand ,  it's a country you muppet",2020-07-28T15:12:11Z,-1
And we also need a cheerleader...,2020-07-24T10:40:15Z,-1
0:02 my friends this is where the story starts .,2020-07-23T23:53:28Z,1
Still counting down the days until this madness ends,2020-07-22T07:34:58Z,-1
It’s 2020 ...... it’s not great . COVID has put a stop to any progress. Things look very bleak,2020-07-20T04:23:14Z,1
Moments that proceeded extraordinary/unfortunate events.,2020-07-19T13:55:41Z,-1
I am going to vote for Donald Trump again.🇺🇸🇺🇸🇺🇸👍,2020-07-18T18:28:33Z,1
It never crossed my mind growing up Donald Trump would be President and a Republican. Because of his background. Trump 2020.,2020-07-17T02:14:35Z,1
Tucker Carlson 2024,2020-07-14T05:37:08Z,1
TRUMP 2020,2020-07-13T19:35:42Z,1
The beginning of the end...,2020-07-09T07:56:33Z,-1
When I heard he was running I laughed it off. Still can’t believe this,2020-07-08T04:46:38Z,-1
"President Trump is a true patriotic leader, he's a beast!",2020-07-06T08:26:53Z,1
"How to get the idiots on side - mention america 20 times, talk about family/wife, make sure you're talking with the flag behind you and your campaign must use flag colours only, these idiots need something simple. Oh and talk about how other politicians know nothing about the real world, and since this is America, talk about the military and vets.
You might notice, a lot of republican candidates use all of the above.",2020-07-05T02:56:17Z,0
DONALD J TRUMP I LOVE U UR A MAN AMONGST BOYS GOD BLESS U,2020-07-03T10:40:44Z,1
"It’s strange watching this, it seems like at this point he wasn’t sure how to preform his make America great again shtick",2020-07-03T00:55:24Z,1
"Promises made,promises kept! Trump2020!!!!",2020-07-02T12:37:29Z,0
Who is watching in 2024?,2020-06-30T06:53:36Z,1
Wasn’t this dude a reality tv star? No chance he wins the election. He doesn’t even make the primaries.,2020-06-28T10:22:04Z,-1
The day Donald Trump won the election.,2020-06-27T10:29:05Z,0
Things that aged...weirdly,2020-06-26T16:30:45Z,-1
0:01 voice crack,2020-06-25T09:02:03Z,0
And then America entered another recession,2020-06-23T05:14:43Z,-1
Trump 2020,2020-06-21T14:24:47Z,1
The most idiot and rasist  president in the world.  I can't breathe . slavery time  must be changed. ther is no cheng without stragl.,2020-06-21T05:21:13Z,-1
Yeah how’s that working out for you Donald,2020-06-17T04:52:19Z,-1
400 liberals disliked this video,2020-06-16T23:13:12Z,-1
5 years ago!!,2020-06-16T23:02:36Z,-1
"Wow, already 5 years ago!",2020-06-16T19:56:59Z,-1
This video aged well 🤣,2020-06-16T16:11:58Z,-1
Donald is heading for his 2nd term. Joe Biden can't beat Trump. The election is going to be a Superbowl!,2020-06-12T02:49:12Z,1
"Let's Make America safer against terrorism, bring back jobs, bring back to manufacturing to be made here in America, and U.S. Troops, we will Make America Great Again without Donald Trump a stupid racist disgraceful Republican. Trump crossed the line, and he's crazy. He's out of control. This is his fault for sexual assault on women, kissing with women without permission is prohibited is a serious offense. I don't trust to have him run for the White House and live at 1600 Pennsylvania Avenue in Washington, D.C.",2020-06-11T18:24:24Z,1
"When love, truth, dignity, courage and all that follows are into the heart of the ugliest person... this person become the most  awsome !",2020-06-11T16:23:29Z,1
The beginning of the end of the greatest nation that's ever existed.,2020-06-11T07:37:17Z,-1
American people pls vote for trump again,2020-06-10T17:47:29Z,1
And that my children is how an orange was elected,2020-06-10T15:58:56Z,1
most horrible stupid idiot EVER,2020-06-10T11:35:07Z,-1
"There's ALWAYS something wrong with other people,  YOU NEVER take ownership of yourself. The ONLY THING YOU KNOW what to say is ""Shame on You""",2020-06-07T14:46:59Z,-1
Its 2020 now. I look back at this and have tears on my face. Thank you President!🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,2020-06-06T19:14:43Z,-1
Greatest day of my life so far,2020-06-04T04:53:17Z,1
<3,2020-06-03T10:14:24Z,1
man i hope he wins,2020-05-17T16:43:01Z,-1
"This is the true definition of oxymoron

WHEN YOU EXPECT SOMEONE WHO HAS FAILED AT EVERYTHING TO MAKE YOU GREAT",2020-05-15T04:18:05Z,1
im watching this because i have to write an essay for me English teacher,2020-05-13T00:00:40Z,-1
Guess what? It’s been four years and America is no where near great again. Shame on you Trump #fakepromises,2020-05-10T06:10:02Z,-1
Legend,2020-05-09T02:48:40Z,1
Best Fuking President,2020-05-05T18:51:42Z,1
Why is this video in like 4 fps,2020-05-04T23:37:24Z,1
Lunatic and liar in chief,2020-05-04T21:38:54Z,-1
Trump 2016 / 2020,2020-04-29T05:38:48Z,1
YES = there is SOMETHING WRONG with YOU - You EVIL species! ~ You've single-handedly  made Goulash out of Americas Economy & with American Lives  ~  You've single-handedly KILLED Americans! - I'm amazed that you are still standing?!,2020-04-21T05:14:44Z,-1
0:01 Voice crack,2020-04-17T19:29:48Z,0
And so America's downfall begins 🤦‍♀️,2020-04-17T19:07:20Z,-1
*More than 10% who watched hated this video. Facts.*,2020-04-17T13:16:52Z,-1
Who’s still watching 2016 🤪,2020-04-17T04:02:29Z,-1
He's coming again.,2020-04-11T02:57:12Z,1
