video_id;channelTitle;title;description;tags;publishedAt;viewCount;likeCount;favouriteCount;commentCount;duration;definition;caption
qRHPNTzQRTk;La Manzana Mordida;Nuevas filtraciones iPhone 16 Pro, iOS 18 cambiará su diseño, WWDC 2024 oficial y más noticias Apple;"🔥 Usa el código: MANZANA24 para tener un 10% de descuento (durante 48 h)
🔗 Enlace a RHINOSHIELD: https://url.rhinoshield.es/03-MANZANA24

En este video te traemos las noticias más destacadas sobre el mundo Apple de esta semana. Te hablamos de la importancia de actualizar tu Mac a macOS Sonoma 14.4.1, que soluciona tres fallos de seguridad graves. Te damos todos los detalles de la WWDC 2024, el evento más esperado por los fans de Apple, donde se presentarán iOS 18 y el resto de nuevos sistemas operativos. Te explicamos por qué la UE ha abierto investigaciones a Apple y otras grandes empresas tecnológicas por posible incumplimiento de la Ley de Mercados Digitales. Te contamos lo que se sabe sobre el chip A18 Pro de los iPhone 16 Pro, que tendrá una potente unidad de procesamiento neuronal para la inteligencia artificial. Te adelantamos algunas de las novedades que traerá iOS 18, según el periodista Mark Gurman. Y te revelamos cómo podría ser el Apple Pencil de 3ª generación, que podría funcionar con los nuevos iPad y el Apple Vision Pro.

⭐️ Hazte suscriptor de La Manzana Mordida+ y disfruta de contenido exclusivo, acceso a nuestra comunidad de Telegram, regalos mensuales y mucho más: https://lamanzanamordida.com

🐦 Redes sociales:
- Nuestro Telegram oficial: https://t.me/LaMMordida 
- Nuestro WhatsApp oficial: https://whatsapp.com/channel/0029VaCv9N0BVJkzBvfi6334
- Resto de redes sociales: https://linktr.ee/lamanzanamordida

🔗 Nuestros sitios web
- Web de La Manzana Mordida+: https://lamanzanamordida.com
- Web de noticias Apple: https://lamanzanamordida.net

📬 Correo para acciones comerciales: fernandodelmoralgarcia@gmail.com

📣 Patrocinadores oficiales del canal:
- Rhinoshield: https://url.rhinoshield.es/02-MANZANA24
- NordVPN: https://nordvpn.com/lamanzanamordida
- K-Tuin: https://bit.ly/3tYILXz

Capítulos del video:
0:00 - Sumario del video e introducción
03:31 - Actualiza tu Mac a macOS Sonoma 14.4.1: te contamos por qué
05:46 - iOS 18 y más: lo que veremos en la WWDC 2024
07:05 - Apple, Google y Meta bajo la lupa de la UE por la Ley de Mercados Digitales
9:24 - iPhone 16 Pro y su chip A18 Pro: la inteligencia artificial en tu bolsillo
14:14 - iOS 18: la nueva pantalla de inicio y otras sorpresas";['Apple', 'WWDC 2024', 'iOS 18', 'novedades iOS 18', 'iPhone', 'iPhone 16 Pro', 'chip A18 Pro', 'botón cámara iPhone 16 Pro', 'colores iPhone 16 Pro', 'UE investiga Apple', 'multa Apple', 'Ley de Mercados Digitales', 'Apple Pencil', 'Vision Pro', 'visionOS', 'macOS Sonoma', 'macOS 14.4.1', 'actualización macOS', 'watchOS', 'iPadOS', 'Apple Silicon', 'tecnología', 'noticias Apple', 'rumores iPhone', 'filtraciones Apple', 'la manzana mordida'];2024-03-29T17:29:37Z;38533;1687;;53;PT17M3S;hd;true
Z6qDlg3yFY0;La Manzana Mordida;¡FILTRACIÓN! iPhone 17 tendrá una REVOLUCIONARIA Pantalla Antirreflectante SÚPER RESISTENTE;"Un nuevo rumor procedente de Asia sugiere que el iPhone 17 contará con una pantalla antirreflectante de última generación que promete ser mucho más resistente a los arañazos que el actual Ceramic Shield.

⭐️ Hazte suscriptor de La Manzana Mordida+ y disfruta de contenido exclusivo, acceso a nuestra comunidad de Telegram, regalos mensuales y mucho más: https://lamanzanamordida.com

🐦 Redes sociales:
- Nuestro Telegram oficial: https://t.me/LaMMordida 
- Nuestro WhatsApp oficial: https://whatsapp.com/channel/0029VaCv9N0BVJkzBvfi6334
- Resto de redes sociales: https://linktr.ee/lamanzanamordida

🔗 Nuestros sitios web
- Web de La Manzana Mordida+: https://lamanzanamordida.com
- Web de noticias Apple: https://lamanzanamordida.net

📬 Correo para acciones comerciales: fernandodelmoralgarcia@gmail.com

📣 Patrocinadores oficiales del canal:
- Rhinoshield: https://url.rhinoshield.es/02-MANZANA24
- NordVPN: https://nordvpn.com/lamanzanamordida
- K-Tuin: https://bit.ly/3tYILXz";['iPhone 17', 'pantalla antirreflectante', 'resistencia a arañazos', 'Ceramic Shield', 'Corning', 'Apple', 'rumores iPhone 17', 'filtración iPhone 17', 'tecnología pantalla iPhone', 'Gorilla Glass Armor', 'Galaxy S24 Ultra', 'pantallas smartphone', 'innovación Apple', 'noticias Apple', 'primicia iPhone 17', 'pantalla indestructible', 'microarañazos', 'reflejos pantalla', 'iPhone vs Samsung', 'batalla pantallas antirreflectantes'];2024-03-29T14:02:42Z;9004;395;;12;PT1M;hd;true
9CGTcsmGrbk;La Manzana Mordida;¿El MEJOR EDITOR IA de FOTOS para iPad? Review del nuevo Luminar;"🔥 Descarga Luminar usando este enlace: https://skylum.evyy.net/c/1969629/1965581/3255

Luminar, la aclamada app de edición basada en IA, ahora está disponible para iPad. En este video, te muestro por qué esta es una de las MEJORES aplicaciones de edición de fotos para tabletas. Verás lo FÁCIL e INTUITIVO que es aplicar ajustes precisos, máscaras y filtros creativos usando la pantalla táctil y el Apple Pencil. Además, exploro cómo Luminar se integra a la PERFECCIÓN con el ecosistema de Apple y el nuevo VisionOS. Tanto si eres un fotógrafo profesional como un entusiasta, Luminar para iPad SIMPLIFICA tu flujo de trabajo móvil sin comprometer la CALIDAD. ¡Descubre todo lo que esta IMPRESIONANTE app puede hacer!

⭐️ Hazte suscriptor de La Manzana Mordida+ y disfruta de contenido exclusivo, acceso a nuestra comunidad de Telegram, regalos mensuales y mucho más: https://lamanzanamordida.com

🐦 Redes sociales:
- Nuestro Telegram oficial: https://t.me/LaMMordida 
- Nuestro WhatsApp oficial: https://whatsapp.com/channel/0029VaCv9N0BVJkzBvfi6334
- Resto de redes sociales: https://linktr.ee/lamanzanamordida

🔗 Nuestros sitios web
- Web de La Manzana Mordida+: https://lamanzanamordida.com
- Web de noticias Apple: https://lamanzanamordida.net

📬 Correo para acciones comerciales: fernandodelmoralgarcia@gmail.com

📣 Patrocinadores oficiales del canal:
- Rhinoshield: https://url.rhinoshield.es/02-MANZANA24
- NordVPN: https://nordvpn.com/lamanzanamordida
- K-Tuin: https://bit.ly/3tYILXz";['Luminar para iPad', 'review Luminar iPad', 'edición fotos iPad', 'mejores apps iPad', 'apps edición AI', 'Luminar AI', 'editar fotos móvil', 'Luminar tutorial', 'flujo trabajo iPad', 'procesamiento RAW iPad', 'filtros Luminar', 'efectos fotos iPad', 'retoques móviles', 'Luminar IA español', 'editar fotos Apple Pencil', 'productividad iPad'];2024-03-28T17:00:06Z;10104;479;;11;PT15M15S;hd;true
_JajhT9Q_Zw;La Manzana Mordida;¿Nuevo HomePod a la vista? ¿Mini o con PANTALLA? RUMORES y CONSEJOS;"¿Estás pensando en hacerte con un HomePod pero no sabes si comprar ahora el Mini o esperar a una nueva versión? En este video, damos respuesta a la pregunta de un suscriptor analizando en detalle los rumores sobre los próximos modelos. Comparamos las posibles especificaciones y funciones del HomePod Mini actual con las de un futuro HomePod con pantalla que, adelantamos, no se espera hasta al menos 2025.

⭐️ Hazte suscriptor de La Manzana Mordida+ y disfruta de contenido exclusivo, acceso a nuestra comunidad de Telegram, regalos mensuales y mucho más: https://lamanzanamordida.com

🐦 Redes sociales:
- Nuestro Telegram oficial: https://t.me/LaMMordida 
- Nuestro WhatsApp oficial: https://whatsapp.com/channel/0029VaCv9N0BVJkzBvfi6334
- Resto de redes sociales: https://linktr.ee/lamanzanamordida

🔗 Nuestros sitios web
- Web de La Manzana Mordida+: https://lamanzanamordida.com
- Web de noticias Apple: https://lamanzanamordida.net

📬 Correo para acciones comerciales: fernandodelmoralgarcia@gmail.com

📣 Patrocinadores oficiales del canal:
- Rhinoshield: https://url.rhinoshield.es/02-MANZANA24
- NordVPN: https://nordvpn.com/lamanzanamordida
- K-Tuin: https://bit.ly/3tYILXz";['HomePod Mini', 'HomePod con pantalla', 'nuevo HomePod', 'rumores HomePod', 'filtraciones HomePod', 'comprar HomePod', 'esperar HomePod', 'comparativa HomePod', 'novedades HomePod', 'mejoras HomePod', 'funciones HomePod', 'lanzamiento HomePod', 'fechas HomePod', 'mejor opción HomePod', 'recomendación HomePod', 'necesidades HomePod', 'expectativas HomePod', 'decidir compra HomePod', 'consejos HomePod', 'futuro altavoces inteligentes Apple'];2024-03-28T14:00:26Z;6781;260;;3;PT59S;hd;true
k1miUYVs9TM;La Manzana Mordida;TODO sobre la WWDC 2024 de Apple: iOS 18 con IA, M3 Ultra y SORPRESAS;"Apple acaba de anunciar las fechas para la WWDC 2024, su conferencia anual de desarrolladores. Del 10 al 14 de junio conoceremos el futuro de iOS, macOS, iPadOS, watchOS y visionOS. Los rumores apuntan a grandes avances en inteligencia artificial, mayor personalización en iOS 18 y quizás la presentación del poderoso chip M3 Ultra. Te cuento todos los detalles y posibilidades en este vídeo. Suscríbete y activa la campana para no perderte nada.

⭐️ Hazte suscriptor de La Manzana Mordida+ y disfruta de contenido exclusivo, acceso a nuestra comunidad de Telegram, regalos mensuales y mucho más: https://lamanzanamordida.com

🐦 Redes sociales:
- Nuestro Telegram oficial: https://t.me/LaMMordida 
- Nuestro WhatsApp oficial: https://whatsapp.com/channel/0029VaCv9N0BVJkzBvfi6334
- Resto de redes sociales: https://linktr.ee/lamanzanamordida

🔗 Nuestros sitios web
- Web de La Manzana Mordida+: https://lamanzanamordida.com
- Web de noticias Apple: https://lamanzanamordida.net

📬 Correo para acciones comerciales: fernandodelmoralgarcia@gmail.com

📣 Patrocinadores oficiales del canal:
- Rhinoshield: https://url.rhinoshield.es/02-MANZANA24
- NordVPN: https://nordvpn.com/lamanzanamordida
- K-Tuin: https://bit.ly/3tYILXz";['WWDC 2024', 'Apple', 'iOS 18', 'macOS 15', 'iPadOS 18', 'visionOS', 'watchOS', 'Siri', 'inteligencia artificial', 'IA', 'machine learning', 'chip M3 Ultra', 'Mac Studio', 'Mac Pro', 'iPhone', 'iPad', 'MacBook', 'iMac', 'personalización iOS', 'WWDC24', 'keynote Apple', 'Tim Cook', 'novedades Apple', 'noticias Apple', 'rumores Apple', 'filtraciones Apple', 'Apple Park'];2024-03-27T17:00:28Z;29104;1497;;58;PT8M42S;hd;true
yirD6umdRMs;La Manzana Mordida;¡BOMBA! Departamento de Justicia de EE.UU. DEMANDA a Apple por monopolio ilegal del iPhone;"En un movimiento impactante, el Departamento de Justicia de EE.UU. ha presentado una demanda antimonopolio contra Apple, alegando que la compañía tiene un monopolio ilegal en el mercado de los smartphones con el iPhone y su ecosistema cerrado. Apple ha respondido enérgicamente, advirtiendo que la demanda podría obstaculizar su capacidad para innovar. En este video, analizamos en detalle las acusaciones, la respuesta de Apple y lo que esto podría significar para el futuro del iPhone y la industria tecnológica en general.

⭐️ Hazte suscriptor de La Manzana Mordida+ y disfruta de contenido exclusivo, acceso a nuestra comunidad de Telegram, regalos mensuales y mucho más: https://lamanzanamordida.com

🐦 Redes sociales:
- Nuestro Telegram oficial: https://t.me/LaMMordida 
- Nuestro WhatsApp oficial: https://whatsapp.com/channel/0029VaCv9N0BVJkzBvfi6334
- Resto de redes sociales: https://linktr.ee/lamanzanamordida

🔗 Nuestros sitios web
- Web de La Manzana Mordida+: https://lamanzanamordida.com
- Web de noticias Apple: https://lamanzanamordida.net

📬 Correo para acciones comerciales: fernandodelmoralgarcia@gmail.com

📣 Patrocinadores oficiales del canal:
- Rhinoshield: https://url.rhinoshield.es/02-MANZANA24
- NordVPN: https://nordvpn.com/lamanzanamordida
- K-Tuin: https://bit.ly/3tYILXz";['Apple', 'Departamento de Justicia EE.UU.', 'demanda antimonopolio', 'iPhone', 'monopolio ilegal', 'ecosistema cerrado Apple', 'prácticas anticompetitivas', 'batalla legal Apple', 'futuro iPhone', 'regulación tecnológica', 'innovación Apple', 'noticias Apple', 'Apple vs gobierno EE.UU.', 'intervencionismo gubernamental', 'industria tecnológica', 'demanda contra Apple', 'acusaciones antimonopolio'];2024-03-27T14:54:09Z;10071;429;;30;PT1M;hd;true
sdBa1bWb1Eo;La Manzana Mordida;¿Problemas de WiFi y datos móviles en iPhone? Prueba estos 4 TRUCOS EFECTIVOS;"Si tu iPhone sufre de mala conexión WiFi, cortes aleatorios o lentitud de datos móviles, este video es para ti. Aquí comparto 4 efectivas soluciones, desde cambios en configuración hasta reseteo de red y revisión de SIM, que te ayudarán a decir adiós a esos molestos problemas. Prueba estos sencillos pasos uno a uno y mejora ya el Internet de tu iPhone.

⭐️ Hazte suscriptor de La Manzana Mordida+ y disfruta de contenido exclusivo, acceso a nuestra comunidad de Telegram, regalos mensuales y mucho más: https://lamanzanamordida.com

🐦 Redes sociales:
- Nuestro Telegram oficial: https://t.me/LaMMordida 
- Nuestro WhatsApp oficial: https://whatsapp.com/channel/0029VaCv9N0BVJkzBvfi6334
- Resto de redes sociales: https://linktr.ee/lamanzanamordida

🔗 Nuestros sitios web
- Web de La Manzana Mordida+: https://lamanzanamordida.com
- Web de noticias Apple: https://lamanzanamordida.net

📬 Correo para acciones comerciales: fernandodelmoralgarcia@gmail.com

📣 Patrocinadores oficiales del canal:
- Rhinoshield: https://url.rhinoshield.es/02-MANZANA24
- NordVPN: https://nordvpn.com/lamanzanamordida
- K-Tuin: https://bit.ly/3tYILXz";['iphone wifi lento', 'cortes wifi iphone', 'problemas datos iphone', 'solucionar conexion iphone', 'mejorar wifi iphone', 'trucos conexion iphone', 'wifi iphone no funciona', 'internet lento iphone', 'resetear red iphone', 'reiniciar router', 'problemas sim iphone', 'cortes internet iphone', 'iphone internet lento', 'ajustes wifi iphone', 'datos moviles iphone lentos'];2024-03-26T17:00:40Z;16803;1370;;56;PT6M17S;hd;true
o7ltBlMeImU;La Manzana Mordida;¿La IA de Google en el iPhone? Apple NEGOCIA para integrar Gemini y CAMBIAR EL JUEGO;"¿Te imaginas el poder de la IA Gemini de Google en tu iPhone? Pues esto podría hacerse realidad, ya que reportes indican que Apple está negociando con Google para hacer precisamente eso. Las implicaciones son enormes, con el potencial de transformar completamente la experiencia del usuario de iPhone y redefinir lo que es posible con la IA en smartphones.

⭐️ Hazte suscriptor de La Manzana Mordida+ y disfruta de contenido exclusivo, acceso a nuestra comunidad de Telegram, regalos mensuales y mucho más: https://lamanzanamordida.com

🐦 Redes sociales:
- Nuestro Telegram oficial: https://t.me/LaMMordida 
- Nuestro WhatsApp oficial: https://whatsapp.com/channel/0029VaCv9N0BVJkzBvfi6334
- Resto de redes sociales: https://linktr.ee/lamanzanamordida

🔗 Nuestros sitios web
- Web de La Manzana Mordida+: https://lamanzanamordida.com
- Web de noticias Apple: https://lamanzanamordida.net

📬 Correo para acciones comerciales: fernandodelmoralgarcia@gmail.com

📣 Patrocinadores oficiales del canal:
- Rhinoshield: https://url.rhinoshield.es/02-MANZANA24
- NordVPN: https://nordvpn.com/lamanzanamordida
- K-Tuin: https://bit.ly/3tYILXz";['Apple', 'Google', 'Gemini AI', 'iPhone', 'IA móvil', 'inteligencia artificial', 'Gemini en iPhone', 'futuro IA móvil', 'Apple y Google', 'alianza Apple Google', 'revolucionaria IA iPhone', 'IA Gemini', 'noticias Apple', 'noticias Google', 'primicia IA iPhone', 'exclusiva Apple Google'];2024-03-26T14:00:39Z;7139;280;;11;PT1M;hd;true
U479f4o52rY;La Manzana Mordida;MAXIMIZA tu experiencia con el iPhone 15 Pro: Los MEJORES accesorios;"El iPhone 15 Pro es una MARAVILLA tecnológica, pero con los accesorios adecuados puedes aprovechar aún más su IMPRESIONANTE potencial. En este video, te presento una selección de los MEJORES accesorios que te ayudarán a proteger, personalizar y potenciar tu nuevo iPhone como nunca antes.

☑️ Accesorios mencionados en el video:
SATECHI Adaptador USB-C Multi Puertos https://amzn.to/3PCUhjr
SATECHI Adaptador Multi-Puertos V2 https://amzn.to/3vsWVkY
BACKBONE One Mando de juego https://amzn.to/3TOqh6G
SATECHI Base De Carga Inalámbrica 3 En 1 https://amzn.to/3vsX7Re
MoKo Adaptador USB C 180 Grados https://amzn.to/4cv90qk
SanDisk 2TB Extreme SSD portátil https://amzn.to/3PxK4og
PolarPro - LiteChaser iPhone 14 Pro MAX https://amzn.to/3TRA5M7
Freewell Selfie Grip https://amzn.to/4959hNX
JOBY Swing Kit de Montura para Móvil https://amzn.to/4a6f8DH
Manfrotto MTPIXIEVO https://amzn.to/4ctubsW
Insta360 Flow https://amzn.to/3Vx5Z2Q
NEEWER Jaula Cage Video Rig https://amzn.to/3xhfuc8
Cable USB C a HDMI 4K 2M https://amzn.to/3vqv8Bu
Adaptador USB C HDMI https://amzn.to/3vqd22y
Lightning a HDMI https://amzn.to/4cvFa4T
XREAL Air 2 AR https://amzn.to/4cupiQk
XREAL Beam https://amzn.to/3x7YgxT

⭐️ Hazte suscriptor de La Manzana Mordida+ y disfruta de contenido exclusivo, acceso a nuestra comunidad de Telegram, regalos mensuales y mucho más: https://lamanzanamordida.com

🐦 Redes sociales:
- Nuestro Telegram oficial: https://t.me/LaMMordida 
- Nuestro WhatsApp oficial: https://whatsapp.com/channel/0029VaCv9N0BVJkzBvfi6334
- Resto de redes sociales: https://linktr.ee/lamanzanamordida

🔗 Nuestros sitios web
- Web de La Manzana Mordida+: https://lamanzanamordida.com
- Web de noticias Apple: https://lamanzanamordida.net

📬 Correo para acciones comerciales: fernandodelmoralgarcia@gmail.com

📣 Patrocinadores oficiales del canal:
- Rhinoshield: https://url.rhinoshield.es/02-MANZANA24
- NordVPN: https://nordvpn.com/lamanzanamordida
- K-Tuin: https://bit.ly/3tYILXz";['iPhone 15 Pro', 'accesorios iPhone 15 Pro', 'mejores accesorios iPhone 15 Pro', 'fundas iPhone 15 Pro', 'protectores de pantalla iPhone 15 Pro', 'cargadores inalámbricos iPhone', 'soportes iPhone', 'lentes cámara iPhone', 'altavoces portátiles iPhone', 'power banks iPhone', 'gadgets iPhone 15 Pro', 'personalizar iPhone 15 Pro', 'proteger iPhone 15 Pro', 'potenciar iPhone 15 Pro', 'experiencia iPhone 15 Pro', 'review accesorios iPhone'];2024-03-25T17:00:20Z;7383;654;;18;PT9M41S;hd;true
ZGGrnExcfvs;La Manzana Mordida;¿Comprar el iPad mini 6 en 2024 o ESPERAR al NUEVO MODELO? Te lo cuento TODO;"El iPad mini 6 sigue siendo una excelente tableta compacta, pero con una renovación inminente en el horizonte, ¿vale la pena comprarlo en 2024 o es mejor esperar al nuevo modelo? En este video te doy mi consejo experto basado en los rumores y filtraciones sobre el iPad mini 7.

⭐️ Hazte suscriptor de La Manzana Mordida+ y disfruta de contenido exclusivo, acceso a nuestra comunidad de Telegram, regalos mensuales y mucho más: https://lamanzanamordida.com

🐦 Redes sociales:
- Nuestro Telegram oficial: https://t.me/LaMMordida 
- Nuestro WhatsApp oficial: https://whatsapp.com/channel/0029VaCv9N0BVJkzBvfi6334
- Resto de redes sociales: https://linktr.ee/lamanzanamordida

🔗 Nuestros sitios web
- Web de La Manzana Mordida+: https://lamanzanamordida.com
- Web de noticias Apple: https://lamanzanamordida.net

📬 Correo para acciones comerciales: fernandodelmoralgarcia@gmail.com

📣 Patrocinadores oficiales del canal:
- Rhinoshield: https://url.rhinoshield.es/02-MANZANA24
- NordVPN: https://nordvpn.com/lamanzanamordida
- K-Tuin: https://bit.ly/3tYILXz";['iPad mini 6', 'iPad mini 7', 'comprar iPad mini 2024', 'esperar iPad mini', 'renovación iPad mini', 'nuevo modelo iPad mini', 'comparativa iPad mini', 'mejoras iPad mini 7', 'filtraciones iPad mini 7', 'rumores iPad mini 2024', 'especificaciones iPad mini 7', 'fechas lanzamiento iPad mini', 'precios iPad mini', 'mejor opción iPad mini', 'consejo compra iPad mini', 'necesidades iPad mini', 'presupuesto iPad mini', 'sacar provecho iPad mini', 'generaciones iPad mini'];2024-03-25T14:00:17Z;6712;300;;5;PT1M;hd;true
2X4bEDHtmP4;La Manzana Mordida;¡ACCEDE a Telegram en España! Tutorial FÁCIL con VPN y Proxy;"¿Estás en España y te encontraste con que Telegram está BLOQUEADO? No te preocupes, en este video te enseño cómo DESBLOQUEAR Telegram de forma FÁCIL y RÁPIDA usando una VPN o un Proxy. Sigue este tutorial paso a paso y podrás ACCEDER a Telegram en cuestión de minutos. ¡No dejes que el bloqueo te detenga, recupera Telegram YA!

⭐️ Hazte suscriptor de La Manzana Mordida+ y disfruta de contenido exclusivo, acceso a nuestra comunidad de Telegram, regalos mensuales y mucho más: https://lamanzanamordida.com

🐦 Redes sociales:
- Nuestro Telegram oficial: https://t.me/LaMMordida 
- Nuestro WhatsApp oficial: https://whatsapp.com/channel/0029VaCv9N0BVJkzBvfi6334
- Resto de redes sociales: https://linktr.ee/lamanzanamordida

🔗 Nuestros sitios web
- Web de La Manzana Mordida+: https://lamanzanamordida.com
- Web de noticias Apple: https://lamanzanamordida.net

📬 Correo para acciones comerciales: fernandodelmoralgarcia@gmail.com

📣 Patrocinadores oficiales del canal:
- Rhinoshield: https://url.rhinoshield.es/02-MANZANA24
- NordVPN: https://nordvpn.com/lamanzanamordida
- K-Tuin: https://bit.ly/3tYILXz";['desbloquear Telegram España', 'bloqueo Telegram España', 'acceder Telegram España', 'VPN Telegram España', 'Proxy Telegram España', 'configurar VPN Telegram', 'configurar Proxy Telegram', 'tutorial VPN Telegram', 'tutorial Proxy Telegram', 'saltar bloqueo Telegram', 'recuperar Telegram España', 'trucos Telegram España', 'solución bloqueo Telegram', 'mejores VPN Telegram', 'mejores Proxy Telegram', 'guía desbloquear Telegram', 'cómo usar Telegram España'];2024-03-25T10:32:57Z;4825;216;;15;PT1M;hd;true
DBOh5KMrVyc;La Manzana Mordida;Apple demandada en EEUU, la IA de Google en el iPhone, iOS 17.4.1 y más noticias Apple;"🛜 Protege tu información en internet con Incogni. Usando este link tienes un 60% de descuento: https://incogni.com/manzana

¡No te pierdas las últimas noticias y rumores sobre Apple! En este recopilatorio semanal, te contamos todo sobre los inminentes lanzamientos de los nuevos iPad Air y iPad Pro, con fecha prevista para el 26 de marzo. También analizamos la reciente compra de la startup de IA DarwinAI por parte de Apple, y lo que significa para el futuro de la inteligencia artificial en sus productos. Hablamos de las negociaciones entre Apple y Google para llevar Gemini al iPhone, y del primer modelo de lenguaje propio de Apple, llamado MM1. No nos olvidamos de la polémica demanda antimonopolio del Departamento de Justicia de EE.UU. contra la compañía de la manzana. Y para terminar, te adelantamos los últimos rumores sobre los AirPods 4, los AirPods Max y el iPhone 17. ¡Suscríbete para no perderte ninguna novedad del apasionante mundo Apple!

⭐️ Hazte suscriptor de La Manzana Mordida+ y disfruta de contenido exclusivo, acceso a nuestra comunidad de Telegram, regalos mensuales y mucho más: https://lamanzanamordida.com

🐦 Redes sociales:
- Nuestro Telegram oficial: https://t.me/LaMMordida 
- Nuestro WhatsApp oficial: https://whatsapp.com/channel/0029VaCv9N0BVJkzBvfi6334
- Resto de redes sociales: https://linktr.ee/lamanzanamordida

🔗 Nuestros sitios web
- Web de La Manzana Mordida+: https://lamanzanamordida.com
- Web de noticias Apple: https://lamanzanamordida.net

📬 Correo para acciones comerciales: fernandodelmoralgarcia@gmail.com

📣 Patrocinadores oficiales del canal:
- Rhinoshield: https://url.rhinoshield.es/02-MANZANA24
- NordVPN: https://nordvpn.com/lamanzanamordida
- K-Tuin: https://bit.ly/3tYILXz

Capítulos del video:
0:00 - Sumario e introducción
3:02 - Última hora: nuevos iPad Air y iPad Pro llegarían el 26 de marzo
6:29 - Apple compra DarwinAI, startup especializada en IA
8:19 - Apple negocia con Google para integrar Gemini en iPhone
11:05 - MM1, el primer modelo de IA propio de Apple
12:33 - Departamento de Justicia de EE.UU. demanda a Apple por monopolio
16:51 - Rumores sobre AirPods 4, AirPods Max y pantalla del iPhone 17";['apple', 'ipad', 'ipad air', 'ipad pro', 'apple event', 'ios', 'ipados', 'darwinai', 'inteligencia artificial', 'ia', 'machine learning', 'gemini', 'google', 'openai', 'anthropic', 'claude', 'chatgpt', 'mm1', 'applegpt', 'proyecto ajax', 'demanda', 'monopolio', 'departamento de justicia', 'airpods', 'airpods 4', 'airpods max', 'iphone', 'iphone 17', 'rumores iphone', 'pantalla iphone', 'gorilla glass', 'ceramic shield', 'noticias apple', 'actualidad apple', 'siri'];2024-03-22T16:40:10Z;42836;1884;;203;PT21M41S;hd;true
-2LprocOud8;La Manzana Mordida;TODO sobre la NUEVA IA de Apple, Mac 2024, AirPods Max 2 y más NOVEDADES;"¡Es hora de responder vuestras preguntas! En este video hablo sobre las últimas filtraciones y rumores acerca de la IA propia de Apple, los nuevos Mac que llegarían en 2024, cómo serán los AirPods Max de segunda generación y muchos detalles más sobre el futuro de Apple. También doy recomendaciones sobre los mejores iPhone, iPad y MacBook a comprar hoy en día según vuestras necesidades. ¡Dale al play para enterarte de todo!

⭐️ Hazte suscriptor de La Manzana Mordida+ y disfruta de contenido exclusivo, acceso a nuestra comunidad de Telegram, regalos mensuales y mucho más: https://lamanzanamordida.com

🐦 Redes sociales:
- Nuestro Telegram oficial: https://t.me/LaMMordida 
- Nuestro WhatsApp oficial: https://whatsapp.com/channel/0029VaCv9N0BVJkzBvfi6334
- Resto de redes sociales: https://linktr.ee/lamanzanamordida

🔗 Nuestros sitios web
- Web de La Manzana Mordida+: https://lamanzanamordida.com
- Web de noticias Apple: https://lamanzanamordida.net

📬 Correo para acciones comerciales: fernandodelmoralgarcia@gmail.com

📣 Patrocinadores oficiales del canal:
- Rhinoshield: https://url.rhinoshield.es/02-MANZANA24
- NordVPN: https://nordvpn.com/lamanzanamordida
- K-Tuin: https://bit.ly/3tYILXz";['Apple', 'IA de Apple', 'Apple IA', 'inteligencia artificial Apple', 'nuevos Mac 2024', 'Mac 2024', 'AirPods Max 2', 'AirPods Max 2024', 'iPhone 15', 'iPad mini', 'iPad mini 7', 'MacBook Air M2', 'OBS Mac', 'streaming Mac', 'Apple TV 2024', 'HomePod mini 2', 'Gemini Apple', 'Q&A Apple', 'novedades Apple', 'rumores Apple', 'filtraciones Apple', 'noticias Apple', 'la manzana mordida'];2024-03-21T17:47:39Z;23538;1222;;64;PT16M6S;hd;true
LF5Ks46_8W8;La Manzana Mordida;La GRAN NOVEDAD de iOS 18: MODO AUDÍFONO para AirPods Pro;"iOS 18 traerá un SORPRENDENTE modo ""audífono"" a los AirPods Pro que mejorará la experiencia auditiva como nunca antes. En este video te cuento todo sobre esta increíble novedad, cómo funcionará y qué beneficios tendrá para los usuarios.

⭐️ Hazte suscriptor de La Manzana Mordida+ y disfruta de contenido exclusivo, acceso a nuestra comunidad de Telegram, regalos mensuales y mucho más: https://lamanzanamordida.com

🐦 Redes sociales:
- Nuestro Telegram oficial: https://t.me/LaMMordida 
- Nuestro WhatsApp oficial: https://whatsapp.com/channel/0029VaCv9N0BVJkzBvfi6334
- Resto de redes sociales: https://linktr.ee/lamanzanamordida

🔗 Nuestros sitios web
- Web de La Manzana Mordida+: https://lamanzanamordida.com
- Web de noticias Apple: https://lamanzanamordida.net

📬 Correo para acciones comerciales: fernandodelmoralgarcia@gmail.com

📣 Patrocinadores oficiales del canal:
- Rhinoshield: https://url.rhinoshield.es/02-MANZANA24
- NordVPN: https://nordvpn.com/lamanzanamordida
- K-Tuin: https://bit.ly/3tYILXz";['AirPods Pro', 'iOS 18', 'modo audífono', 'salud auditiva', 'accesibilidad', 'Apple', 'iPhone', 'iPad', 'auriculares', 'sonido', 'audición', 'novedades iOS 18', 'funciones iOS 18', 'trucos AirPods Pro', 'tips AirPods Pro', 'review AirPods Pro'];2024-03-20T16:00:16Z;9117;400;;4;PT1M;hd;true
