comment;date;video_id
Buen video;2024-02-28T08:16:00Z;ASL5hhgRMfQ
Que excelente degustador Ibai;2024-02-28T08:15:41Z;ASL5hhgRMfQ
:D;2024-02-28T07:36:10Z;ASL5hhgRMfQ
:0;2024-02-28T07:35:53Z;ASL5hhgRMfQ
Amigo el momento 16:08 es muy XD;2024-03-06T05:44:18Z;nfYzK0XNcLk
jajajajajaja;2024-03-05T19:21:01Z;nfYzK0XNcLk
7:58 🐬🐬🐬🐬;2024-03-05T18:38:57Z;nfYzK0XNcLk
Unas olimpiadas seria buenísimo, a mi me molaría participar;2024-03-04T15:02:38Z;nfYzK0XNcLk
7:21 Personas con codigo de barras? AJAJAJA;2024-03-02T09:20:07Z;nfYzK0XNcLk
7:42 No gracias, vivo en Latam. No quiero que me corten la mano.;2024-03-01T02:47:31Z;nfYzK0XNcLk
"Ibai: ciber criminales😳
La chica:🪿🪿🪿";2024-02-29T19:41:51Z;nfYzK0XNcLk
Lo del QR de tatuaje me gusta... Alguien sabe como es el de Elon Musk? por copiarmelo digo...;2024-02-29T09:40:10Z;nfYzK0XNcLk
Que ganas de ser un cibercriminal;2024-02-28T21:38:09Z;nfYzK0XNcLk
"De hecho, la idea de la miniatura no tiene ningun tipo de sentido 🤓
La energia solo se transforma, no se crea ni de destruye. Pero mas que eso, habria un gran dersperdicio, ya que la energia que gasta una lámpara no se transforma solo en lumínica, tambien en calorica, y la mayoriaa se pierde en el aire 🤓☝️";2024-02-28T21:12:09Z;nfYzK0XNcLk
7:46 hay que ponerle aceite a las bisagras;2024-02-28T15:23:29Z;nfYzK0XNcLk
7:45 me encontré al patito juan;2024-02-28T12:13:11Z;nfYzK0XNcLk
Esto me sonó como shark tank;2024-02-28T03:39:36Z;nfYzK0XNcLk
si vamos al sol de noche cuando este apagado podemos regular su pontencia para que no halla tanto calor;2024-02-28T00:05:56Z;nfYzK0XNcLk
me da risa la chica que se rie como caballo rascao, el tatto wallet, osea que yo le tomo foto al tattoo de ibai, me lo tatuo yo, y le parto la wallet en 2 ;2024-02-27T23:13:31Z;nfYzK0XNcLk
yo compraría cosas por un céntimo de aliexpress y las vendería por mas, pero hay un problema cuando compras algo por un céntimo no puedes comprarlo otra vez así que tendremos que crear otra cuenta y comprarlo otra vez. De nada :v;2024-02-27T19:30:40Z;nfYzK0XNcLk
07:10 La marca del diablo, profetizada en la Biblia, echen a esta mujer al rio;2024-02-27T12:32:55Z;nfYzK0XNcLk
Que les parece 50k de euros por supervivencia en la selva…. De los stremers;2024-02-26T23:32:09Z;nfYzK0XNcLk
Buen tema. Un video random que me ha hecho reir bastante;2024-02-26T23:14:15Z;nfYzK0XNcLk
Genial estas ideas, porque no muchas de ellas pueden hacerse realidad. Genial.. !;2024-02-26T22:42:35Z;nfYzK0XNcLk
Melendi con el Nano dios mío;2024-03-05T17:21:28Z;qVaz55Uzo9o
alphasniper97 vs thegrefg;2024-03-04T10:59:29Z;qVaz55Uzo9o
XD a peso pluma le vuela la raja trueno;2024-03-04T07:54:52Z;qVaz55Uzo9o
1:04 A ver, puede que yo sea la única, pero me haría ilusión de que Robleis peleara en la velada, aunque ví en un vídeo de un fan de Rob que él no tendría tiempo y estaría ocupado con la música o que se yo. Igual mucha gente le pregunta eso y querían que él peleara (Si ya se, un mes tarde pero bueno :v).;2024-03-03T22:12:09Z;qVaz55Uzo9o
Yo nose pero me pones a un MEXICANO para representarme.;2024-03-03T21:08:29Z;qVaz55Uzo9o
Sería un combatazo euskalkiller contra papabuyer, encima en San Mamés;2024-03-03T19:10:13Z;qVaz55Uzo9o
ES MAÑANAAA;2024-03-03T17:05:30Z;qVaz55Uzo9o
El temach vs Farid Dieck :v;2024-03-03T06:11:17Z;qVaz55Uzo9o
VELADA DEL AÑO 5 XQC VS RUBIUS 2025 ENERO 6 VAMOS;2024-03-03T04:44:26Z;qVaz55Uzo9o
VAMOS IBAI TU VAS XQC GO;2024-03-03T04:44:03Z;qVaz55Uzo9o
german pregunta iras a la velada del año4;2024-03-02T23:02:25Z;qVaz55Uzo9o
Rubius vs Alexby... lo dejo ahi;2024-03-02T07:27:26Z;qVaz55Uzo9o
Robleis vs spreen;2024-03-02T03:35:52Z;qVaz55Uzo9o
misho vs plex 2 máquinas de 2 metros, ibai hazlo;2024-03-02T02:05:34Z;qVaz55Uzo9o
Otra vez que salga rivers;2024-03-02T02:03:27Z;qVaz55Uzo9o
Me gustaría ver a juli savioli 🤩;2024-03-01T15:29:37Z;qVaz55Uzo9o
Iñaki Angulo VS Dani Senabre;2024-03-01T12:23:46Z;qVaz55Uzo9o
Y por qué no Roma contra Jordi Wild? Sí me gustaría un doble k.o. de esos dos jaja;2024-03-01T04:02:17Z;qVaz55Uzo9o
a gero ariasssss🎉;2024-02-29T21:54:03Z;qVaz55Uzo9o
Que pongan a maravilla martinez contra mi primito de 5 años;2024-02-29T16:54:51Z;qVaz55Uzo9o
El de republica Dominicana y el chileno lo que ven es discovery kids;2024-03-05T20:26:04Z;bPZaOY-nIfo
eso no lo adivina nadie;2024-03-05T00:12:38Z;bPZaOY-nIfo
pero q dijo el finlandes???;2024-03-04T13:54:54Z;bPZaOY-nIfo
12:40;2024-03-03T01:53:58Z;bPZaOY-nIfo
12:00;2024-03-03T01:52:57Z;bPZaOY-nIfo
Aguante URUGUAY;2024-03-03T01:49:32Z;bPZaOY-nIfo
"Minuto 11:04
Tiene ,mas acento gallego que yo jajaja
Es el mas gallego del mundo eso es trampa habra nacido en Valença (frotera sur de Galicia con Portugal) XDXDXD";2024-03-01T18:15:30Z;bPZaOY-nIfo
3:30 el argentino menos argentino de la historia, menos argentino que la barbacoa.;2024-02-29T02:17:20Z;bPZaOY-nIfo
ibai escucha algo eres Chileno?;2024-02-28T13:08:13Z;bPZaOY-nIfo
Ibai tu no podrás adivinar mi acento;2024-02-27T20:52:49Z;bPZaOY-nIfo
Los españoles hablan todos iguales 😅;2024-02-26T21:05:36Z;bPZaOY-nIfo
el chileno nunca ha pisado chile jaja;2024-02-26T00:41:38Z;bPZaOY-nIfo
Complicado es este reto, porque un pais no tiene un solo acento, tenemos mucha variedad, y entre esos muchos son parecidos, sería mejor si vuelves a hacer este reto que usen frases tipicas de donde sean, y un truco tambien es que nombre algunas cosas que llamen de distinta forma en cada pais, por ejemplo: palomitas de maiz (casi en todos usan un nombre distinto), tambien como la pajilla (sorbete, pitillo, etc);2024-02-25T08:28:53Z;bPZaOY-nIfo
El Colombiano hablando como cualquier colombiano que su acento es muy estereotipado y difiicil xDDDD;2024-02-24T19:12:19Z;bPZaOY-nIfo
En todos lados hay un maracucho 😂;2024-02-24T18:50:20Z;bPZaOY-nIfo
El comentario con menos likes es hetero;2024-02-24T02:30:41Z;bPZaOY-nIfo
Hey, soy de repuplica Dominicana y ni cuenta me di 😂😂;2024-02-23T22:24:28Z;bPZaOY-nIfo
Que wea cn el chileno eso era todo menos chile le faltaron los garabatos 🤑;2024-02-23T21:24:41Z;bPZaOY-nIfo
"Un Hondureño reconoce a otro hasta en frijoles... dijo que ""pedo"" y ""belleza"" y se delató";2024-02-23T15:13:37Z;bPZaOY-nIfo
q mierda tienen que cojer gente que viven en sus paises y que hablen su acento natal;2024-02-23T13:20:22Z;bPZaOY-nIfo
Que humilde ibai comiendo;2024-03-06T13:16:00Z;vD4UXlj6jkI
3:41 .... lolito no jugando al fornite cocina en otroi pais... y el caballero con los ojos mas locos del mundo;2024-03-03T21:01:31Z;vD4UXlj6jkI
Gracias andrianceitor 🙏;2024-03-02T17:30:56Z;vD4UXlj6jkI
Gracias Adriánceitor;2024-03-02T12:57:39Z;vD4UXlj6jkI
El mejor esta en turquua;2024-03-02T02:16:27Z;vD4UXlj6jkI
Dice mi hermano.que son de los mejores;2024-03-01T07:32:37Z;vD4UXlj6jkI
Gracias Adrianceitor;2024-02-29T22:53:02Z;vD4UXlj6jkI
gracias adrianceitor🫡;2024-02-29T16:08:52Z;vD4UXlj6jkI
El  kbab del musim de autol es el mejor del mundo y si tenéis dudas ir y probarlo;2024-02-28T19:42:24Z;vD4UXlj6jkI
Cuando fui me pareció normalito, nada destacable.;2024-02-28T19:22:57Z;vD4UXlj6jkI
Gracias Adrianceitor 🙏;2024-02-28T18:35:22Z;vD4UXlj6jkI
Para comer si no hay problema, no? Y para hacer ejercicio a si que le falta motivación;2024-02-27T22:34:51Z;vD4UXlj6jkI
El kebab al que va en España es mejor que todos los de la Rioja;2024-02-27T20:08:23Z;vD4UXlj6jkI
comete un ril ibai;2024-02-26T22:27:38Z;vD4UXlj6jkI
Pero si Berlin es más barato que cualquier gran ciudad de España!!! Hace años que no voy, pero vaya, así era todas las veces que estuve.;2024-02-26T18:32:52Z;vD4UXlj6jkI
Gracias Adrianceitor 🙏;2024-02-26T15:22:04Z;vD4UXlj6jkI
Estaba gozandome un bocadillo de chopped hasta que me puse este video inecesariamente;2024-02-25T21:15:09Z;vD4UXlj6jkI
Berenjena no creo que lleve sera la Rotkrsutsalat esa que no se como se llama en español;2024-02-25T17:38:11Z;vD4UXlj6jkI
Que le flipa la verdura dice...;2024-02-25T16:48:16Z;vD4UXlj6jkI
para cuando un probando la mejor ensalada del mundo??;2024-02-25T08:00:38Z;vD4UXlj6jkI
Que el bidé no se usa en españa? xD;2024-03-03T23:30:45Z;l8CinUZ0aAg
Vaya mierda por 2 millones;2024-03-03T08:20:18Z;l8CinUZ0aAg
Grande Ibai , por más amigos que se alegren de tus logros . ❤;2024-02-24T14:20:47Z;l8CinUZ0aAg
👁️‍🗨️👃👁️‍🗨️;2024-02-22T01:59:26Z;l8CinUZ0aAg
😂;2024-02-20T14:17:20Z;l8CinUZ0aAg
"Mira que es feo el xokas este, pero tiene más audiencias que cualquier ""película"" subvencionada por nuestros impuestos. Vaya casa, y otros no podemos ni pagar ni una habitación de alquiler";2024-02-16T07:17:52Z;l8CinUZ0aAg
Para hacer hate otro YouTubers sirvió esa 💩;2024-02-15T02:32:02Z;l8CinUZ0aAg
El Xocas siendo inmobiliario en su próxima vida xD;2024-02-13T16:09:00Z;l8CinUZ0aAg
Cuanto más rápido subes más rápido caes;2024-02-08T17:40:20Z;l8CinUZ0aAg
pov. se lo olvida las llaves dentro de 1 año y pico y son de las gordas la puerta;2024-02-08T11:56:54Z;l8CinUZ0aAg
Estaría guapo que no tenga contratado a nadie para limpiar y dentro de una semana tenga todo lleno de cajas de pizza, y demás restos de comida rápida... jajajajja;2024-02-04T17:21:02Z;l8CinUZ0aAg
ni usara el gimnasio ni follara, al final se quedara en su madriguera metido y esta la usara para fardar de vez en cuando;2024-02-04T10:09:58Z;l8CinUZ0aAg
Eso por 2M me parece tremendo timo. Pero bueno si es feliz, me alegro.;2024-02-03T10:17:24Z;l8CinUZ0aAg
Solo con ese gym me conformo;2024-02-03T04:33:56Z;l8CinUZ0aAg
17:25 Si prestan atencion a ibai le brillan los ojos , esta emocionado porque su amigo cumplió el sueño de su vida.;2024-02-03T04:23:28Z;l8CinUZ0aAg
Muy bien pro el, peor que triste por otros profesionales que se han preparado y han currado y no les alcanza ni pal alquiler;2024-02-02T14:29:22Z;l8CinUZ0aAg
Dios.. A la larga, será más la factura de la luz que la casa;2024-02-02T07:21:08Z;l8CinUZ0aAg
"No veo los 2 millones de pavos por ningún lado.
Si me dices que todo procede del paladar y ""gusto"" de ElXokas, te lo compro, porque es una puta caverna, pero que diga que hay encima una diseñadora detrás (Carlota) me parece terrible.
Mola saber que existen nuevos millonarios a los que se puede seguir tangando en materia de diseño y estilo. Con que les vendas lo más caro que ""haiga"", los tienes contentos. Por gente como ésta nos han colonizado los ""chefs"" especializados en hamburguesas premium.";2024-02-01T20:19:59Z;l8CinUZ0aAg
Pues mira, no soy fan del xocas, pero me alegro mucho de ver la ilusión de alguien que ha conseguido su sueño a base de trabajo y esfuerzo, por mucho que envidiosos e ignorantes se empeñene en menospreciar el trabajo de creador de contenido. Olé él.;2024-01-31T14:27:06Z;l8CinUZ0aAg
Caprichitos 😂 te lo mereces y a disfrutarlo, se nota que derramas felicidad 😂😂;2024-01-31T13:37:22Z;l8CinUZ0aAg
Mi primera chamba;2024-03-06T16:53:06Z;MWn--jTEJ8k
Ibai lleva a anuel o bad bunny a la velada y me cruzo el atlantico en piragua;2024-03-06T16:38:23Z;MWn--jTEJ8k
Qyeso;2024-03-06T16:14:51Z;MWn--jTEJ8k
El pepe;2024-03-06T16:04:08Z;MWn--jTEJ8k
que grande;2024-03-06T14:32:12Z;MWn--jTEJ8k
"Contexto: Imaginense Que La Palabra ""Chamba"" Nacia En 1999.";2024-03-06T13:44:35Z;MWn--jTEJ8k
"""mi primera chamba"" el que se le escapó en la pantalla el mariana vs plex xDDDD";2024-03-06T12:42:37Z;MWn--jTEJ8k
Se volvió canon de golpe;2024-03-06T12:17:01Z;MWn--jTEJ8k
Otro Video Resubido;2024-03-06T12:00:30Z;MWn--jTEJ8k
UNO se enojan y tratan de silenciar la IA y otros aprovechan 🤑;2024-03-06T11:39:23Z;MWn--jTEJ8k
Helloo;2024-03-06T11:05:18Z;MWn--jTEJ8k
Maravilloso video. Gran trabajo🧡🧡🧡;2024-03-06T11:01:10Z;MWn--jTEJ8k
Se me paró;2024-03-06T06:11:27Z;-QtaNl9EpPA
Nadie se ha dado cuenta de las bombas de la abuela? Tremendo bicep el que se manda la vieja! Mis respetos! Tiene más que yo!;2024-03-06T01:06:06Z;-QtaNl9EpPA
En vez de telaraña lanza hilos de cocer;2024-03-06T00:23:22Z;-QtaNl9EpPA
Cuál es tu carta favorita de Clash royale;2024-03-05T22:49:58Z;-QtaNl9EpPA
Hasta he llegado a pensar que esa risa es una risa forzada;2024-03-05T16:05:43Z;-QtaNl9EpPA
Spider vieja;2024-03-05T14:24:53Z;-QtaNl9EpPA
Confirmado, los memes con las abuelas son la debilidad de Ibai😅;2024-03-05T14:07:17Z;-QtaNl9EpPA
"La Serie De ""Si Te Ries Pierdes"" Que Buenos Tiempos.";2024-03-05T13:57:02Z;-QtaNl9EpPA
SpiderPapu!?;2024-03-05T12:15:05Z;-QtaNl9EpPA
*Procede a desinflarse*;2024-03-05T12:04:36Z;-QtaNl9EpPA
"""No me lo esperaba""";2024-03-05T11:44:26Z;-QtaNl9EpPA
Xddddd😂😂😂😂😂;2024-03-05T11:40:26Z;-QtaNl9EpPA
Bro la risa JAJAJAJAJA;2024-03-05T11:26:13Z;-QtaNl9EpPA
Abuelita abuelita ven a mi abuelita.;2024-03-05T11:02:43Z;-QtaNl9EpPA
Segundo 🎉🎉🎉🎉;2024-03-05T11:02:20Z;-QtaNl9EpPA
😐;2024-03-05T11:01:43Z;-QtaNl9EpPA
Segundo;2024-03-05T11:01:42Z;-QtaNl9EpPA
Spiterman;2024-03-05T11:01:11Z;-QtaNl9EpPA
Primero 😂😂🎉🎉🎉😊;2024-03-05T11:01:03Z;-QtaNl9EpPA
Cuidado patrón te va echar una onda vital 🗣️;2024-03-06T17:18:17Z;pASX4QE-N50
Aki lodes plex;2024-03-06T17:07:11Z;pASX4QE-N50
El patrón le va a ganar sin pedos ese tal plex.;2024-03-06T17:07:00Z;pASX4QE-N50
Son unos huevotes… del mariana pero el es patrón;2024-03-06T16:55:48Z;pASX4QE-N50
Mariana de coraza;2024-03-06T16:52:46Z;pASX4QE-N50
@el cromas;2024-03-06T16:35:54Z;pASX4QE-N50
Pero cromas;2024-03-06T16:35:02Z;pASX4QE-N50
Pelea de gigantes;2024-03-06T16:33:04Z;pASX4QE-N50
NO ME HAGAN ELEGIR OSTIAAAAAAA;2024-03-06T16:29:13Z;pASX4QE-N50
yo ahora con quien coño voy;2024-03-06T16:25:26Z;pASX4QE-N50
8:55. Me dolio😢😢😂😂;2024-03-06T16:24:56Z;pASX4QE-N50
Va aver otra robada 😫 creo jeje;2024-03-06T16:21:27Z;pASX4QE-N50
Dos endermans al mirarse a los ojos xd;2024-03-06T16:13:39Z;pASX4QE-N50
Jaja el mariana el chile mexicano😂;2024-03-06T16:05:34Z;pASX4QE-N50
con todo plex;2024-03-06T16:02:24Z;pASX4QE-N50
No soy stremer pero si para subirme al ring a pegarme de ostias con un español voy hacerlo;2024-03-06T16:00:49Z;pASX4QE-N50
🌮 🆚 🥘;2024-03-06T15:56:37Z;pASX4QE-N50
🥊🥊🥊🥊;2024-03-06T15:56:26Z;pASX4QE-N50
El mariana ganando el juego psicologico;2024-03-06T15:49:49Z;pASX4QE-N50
Dónde se ve esa pelea;2024-03-06T15:48:28Z;pASX4QE-N50
3:00 Ramos deberia estar entrenando con el Sevilla;2024-03-06T17:00:48Z;k70W5W5UFjU
No sería el mejor YouTube pero si el que mejor los pone a caldo 💪🤜;2024-03-06T16:38:32Z;k70W5W5UFjU
IBAI INVITAME PARA LA VELADA 4 POR FAVOR;2024-03-06T16:37:32Z;k70W5W5UFjU
Una buena idea hubiera sido solo confirmar los 2 primeros en entrar y los demas que sean sorpresa;2024-03-06T16:23:50Z;k70W5W5UFjU
Menudo pesau will;2024-03-06T16:18:44Z;k70W5W5UFjU
Hubiera esta bueno que geeman este en este combate;2024-03-06T16:16:54Z;k70W5W5UFjU
DALE CON TODOO UNICORNIOOO 💞🥳;2024-03-06T16:09:18Z;k70W5W5UFjU
i la de no copiar DWT;2024-03-06T15:57:21Z;k70W5W5UFjU
Ojala Fola entre en el ring vestido de hitmonchan y haga un megapuño;2024-03-06T15:56:13Z;k70W5W5UFjU
pelicanger winner;2024-03-06T15:49:00Z;k70W5W5UFjU
Will😍🇩🇴🔥;2024-03-06T14:51:43Z;k70W5W5UFjU
Como 33;2024-03-06T14:48:50Z;k70W5W5UFjU
Cuando salga uno muerto se acaban este showcito;2024-03-06T14:42:08Z;k70W5W5UFjU
ese es folagor o baby rasta?;2024-03-06T14:39:32Z;k70W5W5UFjU
¿Cómo que no va a estar René ZZ vs Black Alien?;2024-03-06T13:47:30Z;k70W5W5UFjU
Folagor gana 100%;2024-03-06T13:25:57Z;k70W5W5UFjU
Solo conozco a will xd, ubiera preferido a will vs davo;2024-03-06T13:18:01Z;k70W5W5UFjU
VIVA PELIII🇨🇴🇨🇴🇨🇴;2024-03-06T13:07:14Z;k70W5W5UFjU
Madremia vaya combates son para que lo vean niños de 10 años😂😂😂😂;2024-03-06T12:37:34Z;k70W5W5UFjU
SI PELICANGER LLEGÓ A LA VELADA, EL AÑO QUE VIENE SI NO INVITAN A FAIRLYGAB VAN A HABER PROBLEMAS!!!!! ARRIBA VENEZUELA 🇻🇪🇻🇪🇻🇪✨✨✨✨🔥🔥🔥🔥;2024-03-06T11:27:46Z;k70W5W5UFjU
Porque le dan cuerda a Viruzz que no merece nada wtf, capaz y dice que shelao pelee sin ver sera, en 90kg y ya esta, no te andan pidiendo nada;2024-03-06T17:09:53Z;7Dy_noSGxFU
No lo movió ni medio centímetro jqjqaajajaja;2024-03-06T17:08:47Z;7Dy_noSGxFU
Como cagonea los kilos Viruzz;2024-03-06T17:03:17Z;7Dy_noSGxFU
22:54 Casi se basaban 😂;2024-03-06T17:02:13Z;7Dy_noSGxFU
Ya paso de la velada. Fomentar a alguien como Viruzz es bajón;2024-03-06T17:00:33Z;7Dy_noSGxFU
22:58 jajajajaja voloo;2024-03-06T16:53:53Z;7Dy_noSGxFU
que buena pelea vamos a tener aqui chavaless , ostia puta;2024-03-06T16:48:55Z;7Dy_noSGxFU
No debieron darle la pelea al tramposo de viruzz, debieron dársela a Misho;2024-03-06T16:48:14Z;7Dy_noSGxFU
Coscurundanga no se lo pierde💪🏽💪🏽💪🏽;2024-03-06T16:31:56Z;7Dy_noSGxFU
Cada vez me queda mas claro que el evento de Jordi es mucho mejor que este;2024-03-06T16:15:36Z;7Dy_noSGxFU
22:22;2024-03-06T16:06:32Z;7Dy_noSGxFU
La última velada de la historia;2024-03-06T16:03:49Z;7Dy_noSGxFU
Muy flojita la velada este año dopados y gordos van a pelear;2024-03-06T15:58:12Z;7Dy_noSGxFU
"No sé en qué momento fue mejor cambiar a Misho Amoli por Víctor ""El pinchazos"" Virus";2024-03-06T15:54:52Z;7Dy_noSGxFU
"Miedo a las agujas y está entero tatuado 

Virus matalooooo";2024-03-06T15:36:26Z;7Dy_noSGxFU
PARECE UN STAN UP JAJAJAJAJJAJA;2024-03-06T15:31:09Z;7Dy_noSGxFU
Faltó al Xokas de seguridad 😂;2024-03-06T15:29:27Z;7Dy_noSGxFU
"La neta el Viruzz esta cagado! 

Ojito que la neta vs Momo se llevo unos buenos vergazos donde el referí intervino y no califico correctamente.

Sus porquerías con el dopaje la cagaron machin";2024-03-06T15:23:27Z;7Dy_noSGxFU
el drogas contra el pijo;2024-03-06T15:19:41Z;7Dy_noSGxFU
"Creo que es la Velada mas decepcionante de las 4 , solo me interesa el Viruz / Shelao y las chicas , el resto de los combates me la suda de una manera increible.
Literalmente me la pela.";2024-03-06T15:17:44Z;7Dy_noSGxFU
Soy de LATAM y vamos con la Nissa;2024-03-06T17:06:14Z;x0HmLl8MVnU
Haber si no hay robo en los combates de los mexicanos;2024-03-06T16:41:57Z;x0HmLl8MVnU
Amabliz ya no necesita consumir grasas, para convertirla en músculo.;2024-03-06T16:38:21Z;x0HmLl8MVnU
Alana se hace sola a zeling y nissaxter xD;2024-03-06T16:17:41Z;x0HmLl8MVnU
"Decía ""yo soy de barrio"" y ni lo pronunció bien. 😂";2024-03-06T16:09:32Z;x0HmLl8MVnU
Se ve un poco rara AriGameplays :V;2024-03-06T15:38:00Z;x0HmLl8MVnU
@XOKAS;2024-03-06T15:19:57Z;x0HmLl8MVnU
Dios como lloran las españolas, VAMOS ALANA Y AMA PORFAVOR ROMPANLAS;2024-03-06T14:58:05Z;x0HmLl8MVnU
"Soy española pero la verdad esq no hay comparacion.
Alana y Ama les duplican en tamaño y fuerza.
Lo siento españa pero me da q va a ganar mexico esta vez";2024-03-06T14:22:36Z;x0HmLl8MVnU
"No es ""Alana"" es ALANALARANA 🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸";2024-03-06T14:13:40Z;x0HmLl8MVnU
Ama y alana representando mexico bbs❤🇲🇽🇲🇽;2024-03-06T14:01:32Z;x0HmLl8MVnU
Se a pasado con lo del xokas ☠️;2024-03-06T13:54:42Z;x0HmLl8MVnU
👉Aquí los que son de LATAM y apoyan a Zeling y a Nissa❤;2024-03-06T13:41:08Z;x0HmLl8MVnU
DWT??;2024-03-06T13:33:46Z;x0HmLl8MVnU
solo ver las piernas de Alana para darse cuenta de que esa chica hace deporte, yo si tendria que apostar, pondria todo mi dinero en esa chica;2024-03-06T13:19:44Z;x0HmLl8MVnU
Tremenda tonteria;2024-03-06T13:15:17Z;x0HmLl8MVnU
Combate doble?? Estas flashando enserio te digo;2024-03-06T13:06:44Z;x0HmLl8MVnU
Alana es hombre ?;2024-03-06T12:58:56Z;x0HmLl8MVnU
tirale una milanesa a la nisaxter;2024-03-06T12:34:38Z;x0HmLl8MVnU
A ver, a mi no me jodas, a un lado de la balanza hay 200kg y al otro 50kg, si es que llegan joder. Esto es super desigual en peso.;2024-03-06T12:07:28Z;x0HmLl8MVnU
Demuestre de lo que está echo nine tyson;2024-03-06T17:06:34Z;WZZ0q-dC0Is
10:58;2024-03-06T16:58:23Z;WZZ0q-dC0Is
GRANDE GALACTUS DE MEDIALUNAS;2024-03-06T15:53:08Z;WZZ0q-dC0Is
VAMOS LACABRA,REVENTALOOO;2024-03-06T14:49:21Z;WZZ0q-dC0Is
Qué pasada de videos! Esta serie va a ser locura. Suerte para este año lobo;2024-03-06T14:47:38Z;WZZ0q-dC0Is
FACTOOSSS QUE TIRA LA COBRAAAAA;2024-03-06T14:29:17Z;WZZ0q-dC0Is
La cobra tiene un idolo que es messi, yo tengo un idolo es la cobra papaaaaa;2024-03-06T13:17:52Z;WZZ0q-dC0Is
guanyar es el goat;2024-03-06T12:53:38Z;WZZ0q-dC0Is
la cabra contra la cobra;2024-03-06T12:53:24Z;WZZ0q-dC0Is
Guanyar lcdtm;2024-03-06T11:24:55Z;WZZ0q-dC0Is
Cobra por el Amor de Dios Gana esta pelea. Sino dame la oportunidad a mí para que suba con el payaso ese..;2024-03-06T11:24:33Z;WZZ0q-dC0Is
Era boxeo no sumos...;2024-03-06T10:19:34Z;WZZ0q-dC0Is
El patio de Messi dice jajaja, el barca no gana nada importante desde el 2015 y ni hablar de quién tiene mas clásicos ganados;2024-03-06T10:05:28Z;WZZ0q-dC0Is
guanyar se le nota que es un falso xD;2024-03-06T09:40:20Z;WZZ0q-dC0Is
Cuando habla la cobra el video se me pone automáticamente x2?;2024-03-06T08:45:12Z;WZZ0q-dC0Is
guanyar lo tiene que pedir;2024-03-06T07:37:04Z;WZZ0q-dC0Is
Como se nota la diferencia  de una humildad forzada y una una humildad natural. Hablando de Guanyar y La Cobra;2024-03-06T07:16:32Z;WZZ0q-dC0Is
11:03 LA COBRA CON ESO YA GANÓ 1 ROUND;2024-03-06T06:02:12Z;WZZ0q-dC0Is
Mejor hubieran invitado a pelear a AngelySaras;2024-03-06T05:45:45Z;WZZ0q-dC0Is
Qué es esto pelea de boxeo o de sumos?;2024-03-06T05:35:27Z;WZZ0q-dC0Is
Team agustin;2024-03-06T17:17:07Z;qPDowzeIg3E
Cuando pelean;2024-03-06T17:07:30Z;qPDowzeIg3E
El mundo entero está con Carre... Partele la cabeza por los que no podemos por la ley 😂;2024-03-06T17:06:07Z;qPDowzeIg3E
Vamo agustin51;2024-03-06T17:02:08Z;qPDowzeIg3E
VAMOS CARRU;2024-03-06T16:54:18Z;qPDowzeIg3E
Desde chile apoyando a Agustín;2024-03-06T16:52:58Z;qPDowzeIg3E
CARRERA Teamo;2024-03-06T16:48:04Z;qPDowzeIg3E
voy a agustin 100%;2024-03-06T16:47:17Z;qPDowzeIg3E
carre estaba re nervioso, mi vidaaa jajaja;2024-03-06T16:45:35Z;qPDowzeIg3E
Carretaaaaaaa es todo tuyo este españolete!;2024-03-06T16:30:28Z;qPDowzeIg3E
Grande Agustín;2024-03-06T16:25:01Z;qPDowzeIg3E
Soy de Argentina pero estoy con Agustin hasta la muerte;2024-03-06T16:15:45Z;qPDowzeIg3E
Confío en Agustín, dale caña a Carrera!!! 💪🫡;2024-03-06T16:06:51Z;qPDowzeIg3E
Como veo que nadie apoyo a Agustin Vamos Agustín confio en ti ✨😭;2024-03-06T16:05:47Z;qPDowzeIg3E
Agustín cuando se enfada..;2024-03-06T16:04:36Z;qPDowzeIg3E
DALE CARREEEEE, SS MI ENANO FAVVVV❤;2024-03-06T16:03:58Z;qPDowzeIg3E
Apoyo a carru;2024-03-06T16:02:24Z;qPDowzeIg3E
Cuando los españoles perdemos nadie se queja pero si un mexicano pierde puede que le den una paliza cuando llegue   (no lo digo yo lo vi en una entrevista de sinmiedo al exito);2024-03-06T16:00:43Z;qPDowzeIg3E
Carre dale con la silla.;2024-03-06T15:56:12Z;qPDowzeIg3E
Amigo carre es muy bueno espero no le tenga lástima o pena y se deje ganar;2024-03-06T15:53:32Z;qPDowzeIg3E
IBAI 2: GUERRA DE CLONES;2024-03-06T10:22:37Z;Z0B-Cu6q_2w
Poco se habla de la puerta blindada que tiene para su habitación;2024-03-05T11:37:27Z;Z0B-Cu6q_2w
Xd;2024-03-05T05:35:03Z;Z0B-Cu6q_2w
Los hermanos perdidos;2024-03-05T03:19:50Z;Z0B-Cu6q_2w
"Esta es la presaga para que Ibai haga lazos con Paul Logan para hacer una velada conjunta entre la comunidad hispana y la inglesa.
No hay otra justificacion para que tenga este doble, no se le parece tanto ni tampoco es gracioso, pero habla ingles como una nativo.";2024-03-04T23:15:30Z;Z0B-Cu6q_2w
Gigante noble con espejo al puente me parece una jugada muy agresiva 🤔;2024-03-04T19:01:07Z;Z0B-Cu6q_2w
